ADD_SEQ,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y,address
0,7 MARINE TERRACE MARINE TERRACE WALK SINGAPORE 440007,7,MARINE TERRACE WALK,1.304097943,103.9172754,103.9172754,440007,MARINE TERRACE,MARINE TERRACE WALK,37343.63042,31826.19865,7 MARINE TER
0,647 PUNGGOL CENTRAL EASTDALE SINGAPORE 820647,647,EASTDALE,1.398063071,103.9154533,103.9154533,820647,PUNGGOL CENTRAL,EASTDALE,37140.4912,42216.38679,647 PUNGGOL CTRL
1,647A PUNGGOL CENTRAL EASTDALE SINGAPORE 821647,647A,EASTDALE,1.398467278,103.9155345,103.9155345,821647,PUNGGOL CENTRAL,EASTDALE,37149.5248,42261.08228,647 PUNGGOL CTRL
0,47 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600047,47,HDB-JURONG EAST,1.320126278,103.7398885,103.7398885,600047,TEBAN GARDENS ROAD,HDB-JURONG EAST,17602.1471,33598.56925,47 TEBAN GDNS RD
0,652 YISHUN AVENUE 4 NEE SOON CENTRAL VIEW SINGAPORE 760652,652,NEE SOON CENTRAL VIEW,1.423779231,103.8400518,103.8400518,760652,YISHUN AVENUE 4,NEE SOON CENTRAL VIEW,28749.31276,45059.79109,652 YISHUN AVE 4
0,43 TELOK BLANGAH RISE HDB-BUKIT MERAH SINGAPORE 090043,43,HDB-BUKIT MERAH,1.270379512,103.823236,103.823236,90043,TELOK BLANGAH RISE,HDB-BUKIT MERAH,26877.88334,28097.63514,43 TELOK BLANGAH RISE
0,486B TAMPINES AVENUE 9 HDB-TAMPINES SINGAPORE 521486,486B,HDB-TAMPINES,1.359192563,103.9567968,103.9567968,521486,TAMPINES AVENUE 9,HDB-TAMPINES,41741.69966,37918.47488,486B TAMPINES AVE 9
0,102 TECK WHYE LANE HDB-CHOA CHU KANG SINGAPORE 680102,102,HDB-CHOA CHU KANG,1.377082841,103.7543944,103.7543944,680102,TECK WHYE LANE,HDB-CHOA CHU KANG,19216.72189,39896.48504,102 TECK WHYE LANE
0,468C ADMIRALTY DRIVE BLUE RIVERVIEW SINGAPORE 753468,468C,BLUE RIVERVIEW,1.450309158,103.8148778,103.8148778,753468,ADMIRALTY DRIVE,BLUE RIVERVIEW,25947.8301,47993.34436,468C ADMIRALTY DR
0,307C ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 563307,307C,TECK GHEE VISTA,1.365560929,103.8451674,103.8451674,563307,ANG MO KIO AVENUE 1,TECK GHEE VISTA,29318.63628,38622.30838,307C ANG MO KIO AVE 1
0,112A WHAMPOA ROAD MULTI STOREY CAR PARK SINGAPORE 322112,112A,MULTI STOREY CAR PARK,1.326564618,103.8567475,103.8567475,322112,WHAMPOA ROAD,MULTI STOREY CAR PARK,30607.40668,34310.30472,112 WHAMPOA RD
1,112 WHAMPOA ROAD WHAMPOA GARDENS SINGAPORE 321112,112,WHAMPOA GARDENS,1.325925012,103.8568231,103.8568231,321112,WHAMPOA ROAD,WHAMPOA GARDENS,30615.81894,34239.58043,112 WHAMPOA RD
2,112 WHAMPOA ROAD PCF SPARKLETOTS PRESCHOOL @ WHAMPOA Blk 112 (KN) SINGAPORE 321112,112,PCF SPARKLETOTS PRESCHOOL @ WHAMPOA Blk 112 (KN),1.326001541,103.8567322,103.8567322,321112,WHAMPOA ROAD,PCF SPARKLETOTS PRESCHOOL @ WHAMPOA Blk 112 (KN),30605.6998,34248.04251,112 WHAMPOA RD
0,173A PUNGGOL FIELD HDB-PUNGGOL SINGAPORE 821173,173A,HDB-PUNGGOL,1.397013086,103.9093541,103.9093541,821173,PUNGGOL FIELD,HDB-PUNGGOL,36461.73811,42100.2618,173A PUNGGOL FIELD
0,443 JURONG WEST AVENUE 1 HDB-JURONG WEST SINGAPORE 640443,443,HDB-JURONG WEST,1.351802537,103.7203941,103.7203941,640443,JURONG WEST AVENUE 1,HDB-JURONG WEST,15432.77651,37101.26459,443 JURONG WEST AVE 1
0,415 PANDAN GARDENS SINGAPORE 600415,415,NIL,1.320765433,103.7482586,103.7482586,600415,PANDAN GARDENS,415 PANDAN GARDENS SINGAPORE 600415,18533.66476,33669.21037,415 PANDAN GDNS
0,103 HAIG ROAD THE SERENNO SINGAPORE 438750,103,THE SERENNO,1.310313519,103.8976563,103.8976563,438750,HAIG ROAD,THE SERENNO,35160.18176,32513.42123,10 HAIG RD
1,100 HAIG ROAD DUNMAN VIEW SINGAPORE 438797,100,DUNMAN VIEW,1.309953699,103.8970739,103.8970739,438797,HAIG ROAD,DUNMAN VIEW,35095.36735,32473.63258,10 HAIG RD
2,10 HAIG ROAD HAIG VIEW SINGAPORE 430010,10,HAIG VIEW,1.314839502,103.8958652,103.8958652,430010,HAIG ROAD,HAIG VIEW,34960.83501,33013.8764,10 HAIG RD
3,101 HAIG ROAD THE PROMINENCE SINGAPORE 438749,101,THE PROMINENCE,1.310496472,103.8975014,103.8975014,438749,HAIG ROAD,THE PROMINENCE,35142.94212,32533.65087,10 HAIG RD
4,102 HAIG ROAD DUNMAN VIEW SINGAPORE 438798,102,DUNMAN VIEW,1.3099537,103.8970739,103.8970739,438798,HAIG ROAD,DUNMAN VIEW,35095.36739,32473.63261,10 HAIG RD
5,10 HAIG ROAD DBS Haig Road SINGAPORE 430010,10,DBS Haig Road,1.314846411,103.895865,103.895865,430010,HAIG ROAD,DBS Haig Road,34960.81539,33014.6404,10 HAIG RD
0,40 BEDOK SOUTH ROAD BEDOK SOUTH PARKVIEW SINGAPORE 460040,40,BEDOK SOUTH PARKVIEW,1.320986319,103.93981,103.93981,460040,BEDOK SOUTH ROAD,BEDOK SOUTH PARKVIEW,39851.4501,33693.72655,40 BEDOK STH RD
0,616A SENJA ROAD MULTI STOREY CAR PARK SINGAPORE 671616,616A,MULTI STOREY CAR PARK,1.384834086,103.7615082,103.7615082,671616,SENJA ROAD,MULTI STOREY CAR PARK,20008.42272,40753.5539,616 SENJA RD
1,616 SENJA ROAD HDB-BUKIT PANJANG SINGAPORE 670616,616,HDB-BUKIT PANJANG,1.384822072,103.7611819,103.7611819,670616,SENJA ROAD,HDB-BUKIT PANJANG,19972.10877,40752.22656,616 SENJA RD
0,701A WOODLANDS DRIVE 40 MULTI STOREY CAR PARK SINGAPORE 731701,701A,MULTI STOREY CAR PARK,1.441106246,103.7959881,103.7959881,731701,WOODLANDS DRIVE 40,MULTI STOREY CAR PARK,23845.70035,46975.75827,701 WOODLANDS DR 40
1,701 WOODLANDS DRIVE 40 HDB-WOODLANDS SINGAPORE 730701,701,HDB-WOODLANDS,1.441797082,103.796074,103.796074,730701,WOODLANDS DRIVE 40,HDB-WOODLANDS,23855.25898,47052.14731,701 WOODLANDS DR 40
2,701 WOODLANDS DRIVE 40 THINKERSTAR PRESCHOOL PTE. LTD. SINGAPORE 730701,701,THINKERSTAR PRESCHOOL PTE. LTD.,1.441805575,103.7960735,103.7960735,730701,WOODLANDS DRIVE 40,THINKERSTAR PRESCHOOL PTE. LTD.,23855.19711,47053.0864,701 WOODLANDS DR 40
0,124 MCNAIR ROAD MCNAIR SPRING SINGAPORE 320124,124,MCNAIR SPRING,1.318348572,103.8560612,103.8560612,320124,MCNAIR ROAD,MCNAIR SPRING,30531.03595,33401.81576,124 MCNAIR RD
0,733 WOODLANDS CIRCLE HDB-WOODLANDS SINGAPORE 730733,733,HDB-WOODLANDS,1.443722771,103.7987713,103.7987713,730733,WOODLANDS CIRCLE,HDB-WOODLANDS,24155.428,47265.07561,733 WOODLANDS CIRCLE
0,178 TOA PAYOH CENTRAL TOA PAYOH CENTRAL SINGAPORE 310178,178,TOA PAYOH CENTRAL,1.333580258,103.8492645,103.8492645,310178,TOA PAYOH CENTRAL,TOA PAYOH CENTRAL,29774.61661,35086.05166,178 TOA PAYOH CTRL
0,246 YISHUN AVENUE 9 YISHUN SUNSHINE SINGAPORE 760246,246,YISHUN SUNSHINE,1.435090858,103.842691,103.842691,760246,YISHUN AVENUE 9,YISHUN SUNSHINE,29043.0136,46310.57492,246 YISHUN AVE 9
0,138 MARSILING ROAD HDB-WOODLANDS SINGAPORE 730138,138,HDB-WOODLANDS,1.438099953,103.7772638,103.7772638,730138,MARSILING ROAD,HDB-WOODLANDS,21761.96594,46643.38009,138 MARSILING RD
0,937 TAMPINES AVENUE 5 TAMPINES PALMSPRING SINGAPORE 520937,937,TAMPINES PALMSPRING,1.347239555,103.9416375,103.9416375,520937,TAMPINES AVENUE 5,TAMPINES PALMSPRING,40054.70291,36596.68895,937 TAMPINES AVE 5
0,169 BEDOK SOUTH AVENUE 3 SIGLAP EAST SINGAPORE 460169,169,SIGLAP EAST,1.320388846,103.9450939,103.9450939,460169,BEDOK SOUTH AVENUE 3,SIGLAP EAST,40439.49845,33627.68675,169 BEDOK STH AVE 3
0,266 BOON LAY DRIVE BOON LAY CREST SINGAPORE 640266,266,BOON LAY CREST,1.346103106,103.7063127,103.7063127,640266,BOON LAY DRIVE,BOON LAY CREST,13865.63685,36471.12649,266 BOON LAY DR
0,439B SENGKANG WEST AVENUE FERNVALE COURT SINGAPORE 792439,439B,FERNVALE COURT,1.391976539,103.8783098,103.8783098,792439,SENGKANG WEST AVENUE,FERNVALE COURT,33006.93293,41543.25677,439B SENGKANG WEST AVE
0,339C KANG CHING ROAD SINGAPORE 613339,339C,NIL,1.338514379,103.721678,103.721678,613339,KANG CHING ROAD,339C KANG CHING ROAD SINGAPORE 613339,15575.58697,35631.91861,339C KANG CHING RD
0,310A ANCHORVALE ROAD ANCHORVALE VISTA SINGAPORE 541310,310A,ANCHORVALE VISTA,1.390905315,103.885025,103.885025,541310,ANCHORVALE ROAD,ANCHORVALE VISTA,33754.24418,41424.82154,310A ANCHORVALE RD
0,603A ELIAS ROAD SINGAPORE 511603,603A,NIL,1.37655918,103.9434756,103.9434756,511603,ELIAS ROAD,603A ELIAS ROAD SINGAPORE 511603,40259.11686,39838.71881,603 ELIAS RD
1,603 ELIAS ROAD ELIAS VIEW SINGAPORE 510603,603,ELIAS VIEW,1.376851785,103.943719,103.943719,510603,ELIAS ROAD,ELIAS VIEW,40286.19814,39871.07486,603 ELIAS RD
0,65A KALLANG BAHRU MULTI STOREY CAR PARK SINGAPORE 331065,65A,MULTI STOREY CAR PARK,1.32024481,103.8691175,103.8691175,331065,KALLANG BAHRU,MULTI STOREY CAR PARK,31984.06722,33611.50915,65 KALLANG BAHRU
1,65 KALLANG BAHRU HDB-KALLANG/WHAMPOA SINGAPORE 330065,65,HDB-KALLANG/WHAMPOA,1.319695472,103.868365,103.868365,330065,KALLANG BAHRU,HDB-KALLANG/WHAMPOA,31900.31813,33550.7649,65 KALLANG BAHRU
0,981D BUANGKOK CRESCENT HDB-HOUGANG SINGAPORE 537981,981D,HDB-HOUGANG,1.380452308,103.8793332,103.8793332,537981,BUANGKOK CRESCENT,HDB-HOUGANG,33120.84745,40268.9676,981D BUANGKOK CRES
0,101A PUNGGOL FIELD HDB-PUNGGOL SINGAPORE 821101,101A,HDB-PUNGGOL,1.397946168,103.9059451,103.9059451,821101,PUNGGOL FIELD,HDB-PUNGGOL,36082.36338,42203.42531,101A PUNGGOL FIELD
0,283 TOH GUAN ROAD TOH GUAN VIEW SINGAPORE 600283,283,TOH GUAN VIEW,1.339085068,103.747058,103.747058,600283,TOH GUAN ROAD,TOH GUAN VIEW,18400.12118,35694.90858,283 TOH GUAN RD
0,601 HOUGANG AVENUE 4 HDB-HOUGANG SINGAPORE 530601,601,HDB-HOUGANG,1.370678921,103.8871366,103.8871366,530601,HOUGANG AVENUE 4,HDB-HOUGANG,33989.29224,39188.29392,601 HOUGANG AVE 4
0,443A FERNVALE ROAD FERNVALE VISTA SINGAPORE 791443,443A,FERNVALE VISTA,1.391180658,103.8743216,103.8743216,791443,FERNVALE ROAD,FERNVALE VISTA,32563.10056,41455.24425,443A FERNVALE RD
0,217A PETIR ROAD SINGAPORE 671217,217A,NIL,1.374180984,103.7743981,103.7743981,671217,PETIR ROAD,217A PETIR ROAD SINGAPORE 671217,21442.87416,39575.54783,217 PETIR RD
1,217 PETIR ROAD HDB-BUKIT PANJANG SINGAPORE 670217,217,HDB-BUKIT PANJANG,1.374908823,103.7735478,103.7735478,670217,PETIR ROAD,HDB-BUKIT PANJANG,21348.252,39656.03094,217 PETIR RD
2,217 PETIR ROAD MY WORLD PRESCHOOL LTD. SINGAPORE 670217,217,MY WORLD PRESCHOOL LTD.,1.374908813,103.7735478,103.7735478,670217,PETIR ROAD,MY WORLD PRESCHOOL LTD.,21348.25221,39656.02991,217 PETIR RD
0,643 WOODLANDS RING ROAD HDB-WOODLANDS SINGAPORE 730643,643,HDB-WOODLANDS,1.437696282,103.8015689,103.8015689,730643,WOODLANDS RING ROAD,HDB-WOODLANDS,24466.74408,46598.69211,643 WOODLANDS RING RD
1,643 WOODLANDS RING ROAD SWEETLANDS CHILDCARE WOODLANDS 643 PTE. LTD. SINGAPORE 730643,643,SWEETLANDS CHILDCARE WOODLANDS 643 PTE. LTD.,1.437685274,103.8015637,103.8015637,730643,WOODLANDS RING ROAD,SWEETLANDS CHILDCARE WOODLANDS 643 PTE. LTD.,24466.1695,46597.47491,643 WOODLANDS RING RD
0,409 SERANGOON CENTRAL HDB-SERANGOON ESTATE SINGAPORE 550409,409,HDB-SERANGOON ESTATE,1.348147607,103.8744195,103.8744195,550409,SERANGOON CENTRAL,HDB-SERANGOON ESTATE,32574.07561,36696.86744,409 SERANGOON CTRL
0,43 LENGKOK BAHRU HDB-BUKIT MERAH SINGAPORE 150043,43,HDB-BUKIT MERAH,1.286955402,103.8110008,103.8110008,150043,LENGKOK BAHRU,HDB-BUKIT MERAH,25516.21374,29930.52009,43 LENGKOK BAHRU
0,132 MARSILING RISE HDB-WOODLANDS SINGAPORE 730132,132,HDB-WOODLANDS,1.438281898,103.7780258,103.7780258,730132,MARSILING RISE,HDB-WOODLANDS,21846.75673,46663.49659,132 MARSILING RISE
0,609 ELIAS ROAD HDB-PASIR RIS SINGAPORE 510609,609,HDB-PASIR RIS,1.375487344,103.9427274,103.9427274,510609,ELIAS ROAD,HDB-PASIR RIS,40175.85859,39720.19662,609 ELIAS RD
1,609A ELIAS ROAD HDB-PASIR RIS SINGAPORE 511609,609A,HDB-PASIR RIS,1.375465995,103.9424455,103.9424455,511609,ELIAS ROAD,HDB-PASIR RIS,40144.48822,39717.83453,609 ELIAS RD
0,502 JELAPANG ROAD PANSHAN VIEW SINGAPORE 670502,502,PANSHAN VIEW,1.383717213,103.7667508,103.7667508,670502,JELAPANG ROAD,PANSHAN VIEW,20591.85666,40630.03868,502 JELAPANG RD
0,334 CLEMENTI AVENUE 2 HDB-CLEMENTI SINGAPORE 120334,334,HDB-CLEMENTI,1.315185027,103.7684327,103.7684327,120334,CLEMENTI AVENUE 2,HDB-CLEMENTI,20778.82647,33052.08955,334 CLEMENTI AVE 2
0,124 PENDING ROAD HDB-BUKIT PANJANG SINGAPORE 670124,124,HDB-BUKIT PANJANG,1.376999358,103.7711709,103.7711709,670124,PENDING ROAD,HDB-BUKIT PANJANG,21083.73854,39887.19858,124 PENDING RD
1,124 PENDING ROAD BUKIT PANJANG SOUTH NEIGHBOURHOOD POLICE POST SINGAPORE 670124,124,BUKIT PANJANG SOUTH NEIGHBOURHOOD POLICE POST,1.376840193,103.7711089,103.7711089,670124,PENDING ROAD,BUKIT PANJANG SOUTH NEIGHBOURHOOD POLICE POST,21076.83245,39869.59908,124 PENDING RD
0,34 CHAI CHEE AVENUE ANSAR GARDEN SINGAPORE 461034,34,ANSAR GARDEN,1.32416997,103.9264052,103.9264052,461034,CHAI CHEE AVENUE,ANSAR GARDEN,38359.60883,34045.69889,34 CHAI CHEE AVE
0,107C EDGEFIELD PLAINS SINGAPORE 823107,107C,NIL,1.396621521,103.9076007,103.9076007,823107,EDGEFIELD PLAINS,107C EDGEFIELD PLAINS SINGAPORE 823107,36266.61295,42056.95821,107C EDGEFIELD PLAINS
0,134 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650134,134,HDB-BUKIT BATOK,1.35159087,103.7445096,103.7445096,650134,BUKIT BATOK WEST AVENUE 6,HDB-BUKIT BATOK,18116.5586,37077.748,134 BT BATOK WEST AVE 6
0,402 SIN MING AVENUE SIN MING GARDEN SINGAPORE 570402,402,SIN MING GARDEN,1.362768866,103.8327589,103.8327589,570402,SIN MING AVENUE,SIN MING GARDEN,27937.71325,38313.5731,402 SIN MING AVE
0,8 KIM TIAN PLACE HDB-BUKIT MERAH SINGAPORE 163008,8,HDB-BUKIT MERAH,1.283029656,103.8272367,103.8272367,163008,KIM TIAN PLACE,HDB-BUKIT MERAH,27323.13861,29496.42127,8 KIM TIAN PL
0,296C CHOA CHU KANG AVENUE 2 HDB-CHOA CHU KANG SINGAPORE 683296,296C,HDB-CHOA CHU KANG,1.37658461,103.7422972,103.7422972,683296,CHOA CHU KANG AVENUE 2,HDB-CHOA CHU KANG,17870.44381,39841.44102,296C CHOA CHU KANG AVE 2
0,35 MARSILING DRIVE MARSILING SAPPHIRE SINGAPORE 730035,35,MARSILING SAPPHIRE,1.444983463,103.7717205,103.7717205,730035,MARSILING DRIVE,MARSILING SAPPHIRE,21145.0975,47404.5404,35 MARSILING DR
0,445A CHOA CHU KANG AVENUE 4 MULTI STOREY CAR PARK SINGAPORE 681445,445A,MULTI STOREY CAR PARK,1.381221878,103.7366364,103.7366364,681445,CHOA CHU KANG AVENUE 4,MULTI STOREY CAR PARK,17240.48892,40354.23212,445 CHOA CHU KANG AVE 4
1,445 CHOA CHU KANG AVENUE 4 HDB-CHOA CHU KANG SINGAPORE 680445,445,HDB-CHOA CHU KANG,1.381708831,103.7366626,103.7366626,680445,CHOA CHU KANG AVENUE 4,HDB-CHOA CHU KANG,17243.40953,40408.07689,445 CHOA CHU KANG AVE 4
2,445 CHOA CHU KANG AVENUE 4 HDB PUBLIC SHELTERS SINGAPORE 680445,445,HDB PUBLIC SHELTERS,1.381907975,103.736903,103.736903,680445,CHOA CHU KANG AVENUE 4,HDB PUBLIC SHELTERS,17270.16286,40430.09613,445 CHOA CHU KANG AVE 4
3,445 CHOA CHU KANG AVENUE 4 Zulfa Kindergarten @ Choa Chu Kang SINGAPORE 680445,445,Zulfa Kindergarten @ Choa Chu Kang,1.381708829,103.7366626,103.7366626,680445,CHOA CHU KANG AVENUE 4,Zulfa Kindergarten @ Choa Chu Kang,17243.4099,40408.07671,445 CHOA CHU KANG AVE 4
0,512 JELAPANG ROAD HDB-BUKIT PANJANG SINGAPORE 670512,512,HDB-BUKIT PANJANG,1.387331977,103.768255,103.768255,670512,JELAPANG ROAD,HDB-BUKIT PANJANG,20759.26409,41029.73657,512 JELAPANG RD
0,325B SENGKANG EAST WAY ANCHORVALE GROVE SINGAPORE 542325,325B,ANCHORVALE GROVE,1.392908499,103.8906755,103.8906755,542325,SENGKANG EAST WAY,ANCHORVALE GROVE,34383.0649,41646.33814,325B SENGKANG EAST WAY
1,325B SENGKANG EAST WAY AGAPE CHILD CARE(SK) PTE. LTD. SINGAPORE 542325,325B,AGAPE CHILD CARE(SK) PTE. LTD.,1.392908491,103.8906755,103.8906755,542325,SENGKANG EAST WAY,AGAPE CHILD CARE(SK) PTE. LTD.,34383.06529,41646.3372,325B SENGKANG EAST WAY
0,12 JALAN BUKIT MERAH HDB-BUKIT MERAH SINGAPORE 150012,12,HDB-BUKIT MERAH,1.287531165,103.8070202,103.8070202,150012,JALAN BUKIT MERAH,HDB-BUKIT MERAH,25073.2155,29994.18922,12 JLN BT MERAH
0,34 CIRCUIT ROAD HDB-MACPHERSON SINGAPORE 370034,34,HDB-MACPHERSON,1.329043618,103.8874381,103.8874381,370034,CIRCUIT ROAD,HDB-MACPHERSON,34022.94333,34584.47342,34 CIRCUIT RD
0,612 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530612,612,HDB-HOUGANG,1.369374641,103.8853281,103.8853281,530612,HOUGANG AVENUE 8,HDB-HOUGANG,33788.02836,39044.06873,612 HOUGANG AVE 8
0,303 CANBERRA ROAD HDB-SEMBAWANG SINGAPORE 750303,303,HDB-SEMBAWANG,1.444689924,103.8224416,103.8224416,750303,CANBERRA ROAD,HDB-SEMBAWANG,26789.56487,47371.99221,303 CANBERRA RD
1,303 CANBERRA ROAD MY FIRST SKOOL SINGAPORE 750303,303,MY FIRST SKOOL,1.444689922,103.8224416,103.8224416,750303,CANBERRA ROAD,MY FIRST SKOOL,26789.5659,47371.99199,303 CANBERRA RD
0,233 CHOA CHU KANG CENTRAL HDB-CHOA CHU KANG SINGAPORE 680233,233,HDB-CHOA CHU KANG,1.380305595,103.747294,103.747294,680233,CHOA CHU KANG CENTRAL,HDB-CHOA CHU KANG,18426.53886,40252.86855,233 CHOA CHU KANG CTRL
1,233 CHOA CHU KANG CENTRAL HDB PUBLIC SHELTERS SINGAPORE 680233,233,HDB PUBLIC SHELTERS,1.380172305,103.7473907,103.7473907,680233,CHOA CHU KANG CENTRAL,HDB PUBLIC SHELTERS,18437.3033,40238.12952,233 CHOA CHU KANG CTRL
0,232 COMPASSVALE WALK COMPASSVALE PLAINS SINGAPORE 540232,232,COMPASSVALE PLAINS,1.390555878,103.900838,103.900838,540232,COMPASSVALE WALK,COMPASSVALE PLAINS,35514.0305,41386.22698,232 COMPASSVALE WALK
0,22 TIONG BAHRU ROAD HDB-BUKIT MERAH SINGAPORE 165022,22,HDB-BUKIT MERAH,1.285699484,103.8317118,103.8317118,165022,TIONG BAHRU ROAD,HDB-BUKIT MERAH,27821.17349,29791.63627,22 TIONG BAHRU RD
0,134 EDGEDALE PLAINS HDB-PUNGGOL SINGAPORE 820134,134,HDB-PUNGGOL,1.392335405,103.9101808,103.9101808,820134,EDGEDALE PLAINS,HDB-PUNGGOL,36553.75469,41583.03008,134 EDGEDALE PLAINS
0,393 TAMPINES AVENUE 7 HDB-TAMPINES SINGAPORE 520393,393,HDB-TAMPINES,1.355192487,103.9569688,103.9569688,520393,TAMPINES AVENUE 7,HDB-TAMPINES,41760.86362,37476.16677,393 TAMPINES AVE 7
1,393 TAMPINES AVENUE 7 HDB PUBLIC SHELTERS SINGAPORE 520393,393,HDB PUBLIC SHELTERS,1.355192568,103.956808,103.956808,520393,TAMPINES AVENUE 7,HDB PUBLIC SHELTERS,41742.97331,37476.17489,393 TAMPINES AVE 7
0,764 CHOA CHU KANG NORTH 5 HDB-CHOA CHU KANG SINGAPORE 680764,764,HDB-CHOA CHU KANG,1.393181297,103.749135,103.749135,680764,CHOA CHU KANG NORTH 5,HDB-CHOA CHU KANG,18631.47003,41676.59247,764 CHOA CHU KANG NTH 5
1,764 CHOA CHU KANG NORTH 5 HDB PUBLIC SHELTERS SINGAPORE 680764,764,HDB PUBLIC SHELTERS,1.393179956,103.7491082,103.7491082,680764,CHOA CHU KANG NORTH 5,HDB PUBLIC SHELTERS,18628.489,41676.44437,764 CHOA CHU KANG NTH 5
0,531 WOODLANDS DRIVE 14 WOODLANDS VISTA SINGAPORE 730531,531,WOODLANDS VISTA,1.430923426,103.792754,103.792754,730531,WOODLANDS DRIVE 14,WOODLANDS VISTA,23485.77313,45849.79911,531 WOODLANDS DR 14
0,61 TELOK BLANGAH HEIGHTS BLANGAH GARDEN SINGAPORE 100061,61,BLANGAH GARDEN,1.275705008,103.8120071,103.8120071,100061,TELOK BLANGAH HEIGHTS,BLANGAH GARDEN,25628.19926,28686.50857,61 TELOK BLANGAH HTS
0,111 ALJUNIED CRESCENT HDB-GEYLANG EAST SINGAPORE 380111,111,HDB-GEYLANG EAST,1.320397276,103.8842468,103.8842468,380111,ALJUNIED CRESCENT,HDB-GEYLANG EAST,33667.81368,33628.39735,111 ALJUNIED CRES
1,111 ALJUNIED CRESCENT GEYLANG SERAI NEIGHBOURHOOD POLICE POST SINGAPORE 380111,111,GEYLANG SERAI NEIGHBOURHOOD POLICE POST,1.320371265,103.8840291,103.8840291,380111,ALJUNIED CRESCENT,GEYLANG SERAI NEIGHBOURHOOD POLICE POST,33643.57916,33625.52077,111 ALJUNIED CRES
2,111 ALJUNIED CRESCENT BETHEL CHILD DEVELOPMENT CENTRE SINGAPORE 380111,111,BETHEL CHILD DEVELOPMENT CENTRE,1.32037127,103.8840291,103.8840291,380111,ALJUNIED CRESCENT,BETHEL CHILD DEVELOPMENT CENTRE,33643.5798,33625.52129,111 ALJUNIED CRES
0,157 BEDOK SOUTH AVENUE 3 SIGLAP EAST SINGAPORE 460157,157,SIGLAP EAST,1.318736079,103.9457156,103.9457156,460157,BEDOK SOUTH AVENUE 3,SIGLAP EAST,40508.69333,33444.93508,157 BEDOK STH AVE 3
0,201D PUNGGOL FIELD SINGAPORE 824201,201D,NIL,1.399684321,103.9033781,103.9033781,824201,PUNGGOL FIELD,201D PUNGGOL FIELD SINGAPORE 824201,35796.67596,42395.61294,201D PUNGGOL FIELD
1,201D PUNGGOL FIELD SUNFLOWER PRESCHOOL @ PUNGGOL FIELD PTE. LTD. SINGAPORE 824201,201D,SUNFLOWER PRESCHOOL @ PUNGGOL FIELD PTE. LTD.,1.399536615,103.9032458,103.9032458,824201,PUNGGOL FIELD,SUNFLOWER PRESCHOOL @ PUNGGOL FIELD PTE. LTD.,35781.9626,42379.27991,201D PUNGGOL FIELD
0,633A PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 821633,633A,EDGEDALE GREEN,1.401369675,103.9131916,103.9131916,821633,PUNGGOL DRIVE,EDGEDALE GREEN,36888.78135,42582.00596,633A PUNGGOL DR
0,12 TOH YI DRIVE TOH YI GARDENS SINGAPORE 590012,12,TOH YI GARDENS,1.33840275,103.7726858,103.7726858,590012,TOH YI DRIVE,TOH YI GARDENS,21252.21795,35619.37583,12 TOH YI DR
1,12 TOH YI DRIVE PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH 12 (CC) SINGAPORE 590012,12,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH 12 (CC),1.338402743,103.7726858,103.7726858,590012,TOH YI DRIVE,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH 12 (CC),21252.21889,35619.3751,12 TOH YI DR
0,7 PINE CLOSE HDB-GUILLEMARD SINGAPORE 391007,7,HDB-GUILLEMARD,1.307675732,103.882412,103.882412,391007,PINE CLOSE,HDB-GUILLEMARD,33463.64544,32221.70982,7 PINE CL
0,327 JURONG EAST STREET 31 SAINT LUKE'S ELDERCARE JURONG EAST CENTRE SINGAPORE 600327,327,SAINT LUKE'S ELDERCARE JURONG EAST CENTRE,1.349140537,103.729174,103.729174,600327,JURONG EAST STREET 31,SAINT LUKE'S ELDERCARE JURONG EAST CENTRE,16409.8667,36806.87004,327 JURONG EAST ST 31
0,720 WOODLANDS AVENUE 6 HDB-WOODLANDS SINGAPORE 730720,720,HDB-WOODLANDS,1.442210105,103.8010333,103.8010333,730720,WOODLANDS AVENUE 6,HDB-WOODLANDS,24407.14481,47097.80886,720 WOODLANDS AVE 6
0,50 MOH GUAN TERRACE HDB-BUKIT MERAH SINGAPORE 161050,50,HDB-BUKIT MERAH,1.28407985,103.8305255,103.8305255,161050,MOH GUAN TERRACE,HDB-BUKIT MERAH,27689.15417,29612.5456,50 MOH GUAN TER
0,54 HAVELOCK ROAD HAVELOCK VIEW SINGAPORE 161054,54,HAVELOCK VIEW,1.289308932,103.8292333,103.8292333,161054,HAVELOCK ROAD,HAVELOCK VIEW,27545.34786,30190.75072,54 HAVELOCK RD
