ADD_SEQ,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y,address
0,833 YISHUN STREET 81 HDB-YISHUN SINGAPORE 760833,833,HDB-YISHUN,1.414548363,103.8341044,103.8341044,760833,YISHUN STREET 81,HDB-YISHUN,28087.45093,44039.08724,833 YISHUN ST 81
0,136 PASIR RIS STREET 11 HDB-PASIR RIS SINGAPORE 510136,136,HDB-PASIR RIS,1.364689132,103.9579506,103.9579506,510136,PASIR RIS STREET 11,HDB-PASIR RIS,41870.07444,38526.26547,136 PASIR RIS ST 11
1,136 PASIR RIS STREET 11 HDB PUBLIC SHELTERS SINGAPORE 510136,136,HDB PUBLIC SHELTERS,1.364672875,103.9577397,103.9577397,510136,PASIR RIS STREET 11,HDB PUBLIC SHELTERS,41846.60707,38524.46664,136 PASIR RIS ST 11
0,143 BUKIT BATOK STREET 11 HDB-BUKIT BATOK SINGAPORE 650143,143,HDB-BUKIT BATOK,1.350376435,103.743909,103.743909,650143,BUKIT BATOK STREET 11,HDB-BUKIT BATOK,18049.71539,36943.46434,143 BT BATOK ST 11
0,950 HOUGANG STREET 91 HDB-HOUGANG SINGAPORE 530950,950,HDB-HOUGANG,1.375593053,103.8787611,103.8787611,530950,HOUGANG STREET 91,HDB-HOUGANG,33057.18777,39731.65453,950 HOUGANG ST 91
1,950 HOUGANG STREET 91 MY FIRST SKOOL SINGAPORE 530950,950,MY FIRST SKOOL,1.375427007,103.878691,103.878691,530950,HOUGANG STREET 91,MY FIRST SKOOL,33049.38901,39713.29379,950 HOUGANG ST 91
0,105 CLEMENTI STREET 12 SUNSET WAY RESIDENCE SINGAPORE 120105,105,SUNSET WAY RESIDENCE,1.32271179,103.7698881,103.7698881,120105,CLEMENTI STREET 12,SUNSET WAY RESIDENCE,20940.81924,33884.35674,105 CLEMENTI ST 12
1,105 CLEMENTI STREET 12 MOUNT PLEASANT ANIMAL MEDICAL CENTRE SINGAPORE 120105,105,MOUNT PLEASANT ANIMAL MEDICAL CENTRE,1.32271179,103.7698881,103.7698881,120105,CLEMENTI STREET 12,MOUNT PLEASANT ANIMAL MEDICAL CENTRE,20940.81924,33884.35674,105 CLEMENTI ST 12
0,110 CLEMENTI STREET 13 SUNSET WAY RESIDENCE SINGAPORE 120110,110,SUNSET WAY RESIDENCE,1.322845078,103.7708988,103.7708988,120110,CLEMENTI STREET 13,SUNSET WAY RESIDENCE,21053.29703,33899.09219,110 CLEMENTI ST 13
0,856B TAMPINES STREET 82 TAMPINES ARCADIA SINGAPORE 522856,856B,TAMPINES ARCADIA,1.353110317,103.9376999,103.9376999,522856,TAMPINES STREET 82,TAMPINES ARCADIA,39616.46654,37245.82981,856B TAMPINES ST 82
0,89 BEDOK NORTH STREET 4 HDB-BEDOK SINGAPORE 460089,89,HDB-BEDOK,1.332334683,103.9380513,103.9380513,460089,BEDOK NORTH STREET 4,HDB-BEDOK,39655.66709,34948.5643,89 BEDOK NTH ST 4
1,89 BEDOK NORTH STREET 4 OCBC Bedok North St 4 - FairPrice SINGAPORE 460089,89,OCBC Bedok North St 4 - FairPrice,1.332956837,103.9382209,103.9382209,460089,BEDOK NORTH STREET 4,OCBC Bedok North St 4 - FairPrice,39674.53639,35017.3598,89 BEDOK NTH ST 4
2,89 BEDOK NORTH STREET 4 DBS NTUC Bedok North Street 4 SINGAPORE 460089,89,DBS NTUC Bedok North Street 4,1.332921748,103.9382402,103.9382402,460089,BEDOK NORTH STREET 4,DBS NTUC Bedok North Street 4,39676.6919,35013.4799,89 BEDOK NTH ST 4
0,240 TAMPINES STREET 21 HDB-TAMPINES SINGAPORE 520240,240,HDB-TAMPINES,1.35500407,103.9471214,103.9471214,520240,TAMPINES STREET 21,HDB-TAMPINES,40664.96394,37455.27884,240 TAMPINES ST 21
0,819 WOODLANDS STREET 82 HDB-WOODLANDS SINGAPORE 730819,819,HDB-WOODLANDS,1.441126765,103.7906536,103.7906536,730819,WOODLANDS STREET 82,HDB-WOODLANDS,23252.0513,46978.03754,819 WOODLANDS ST 82
0,235 YISHUN STREET 21 HDB-YISHUN SINGAPORE 760235,235,HDB-YISHUN,1.434341265,103.838641,103.838641,760235,YISHUN STREET 21,HDB-YISHUN,28592.30416,46227.68726,235 YISHUN ST 21
1,235 YISHUN STREET 21 OUR LADY STAR OF THE SEA CHILD CARE CENTRE SINGAPORE 760235,235,OUR LADY STAR OF THE SEA CHILD CARE CENTRE,1.434348615,103.8386141,103.8386141,760235,YISHUN STREET 21,OUR LADY STAR OF THE SEA CHILD CARE CENTRE,28589.30941,46228.49999,235 YISHUN ST 21
0,497A TAMPINES STREET 45 HDB-TAMPINES SINGAPORE 520497,497A,HDB-TAMPINES,1.359332001,103.958581,103.958581,520497,TAMPINES STREET 45,HDB-TAMPINES,41940.26599,37933.9035,497A TAMPINES ST 45
0,768 CHOA CHU KANG STREET 54 HDB-CHOA CHU KANG SINGAPORE 680768,768,HDB-CHOA CHU KANG,1.394126528,103.7499616,103.7499616,680768,CHOA CHU KANG STREET 54,HDB-CHOA CHU KANG,18723.46787,41781.10818,768 CHOA CHU KANG ST 54
1,768 CHOA CHU KANG STREET 54 HDB PUBLIC SHELTERS SINGAPORE 680768,768,HDB PUBLIC SHELTERS,1.394130966,103.7500074,103.7500074,680768,CHOA CHU KANG STREET 54,HDB PUBLIC SHELTERS,18728.56682,41781.59874,768 CHOA CHU KANG ST 54
2,768 CHOA CHU KANG STREET 54 Brightstars Student Care Centre (CCK) SINGAPORE 680768,768,Brightstars Student Care Centre (CCK),1.394126524,103.7499616,103.7499616,680768,CHOA CHU KANG STREET 54,Brightstars Student Care Centre (CCK),18723.46869,41781.10779,768 CHOA CHU KANG ST 54
0,698B HOUGANG STREET 61 HDB-HOUGANG SINGAPORE 532698,698B,HDB-HOUGANG,1.374806815,103.8877085,103.8877085,532698,HOUGANG STREET 61,HDB-HOUGANG,34052.92444,39644.73708,698B HOUGANG ST 61
0,387 TAMPINES STREET 32 HDB-TAMPINES SINGAPORE 520387,387,HDB-TAMPINES,1.355303144,103.9587762,103.9587762,520387,TAMPINES STREET 32,HDB-TAMPINES,41962.009,37488.41302,387 TAMPINES ST 32
1,387 TAMPINES STREET 32 HDB PUBLIC SHELTERS SINGAPORE 520387,387,HDB PUBLIC SHELTERS,1.355309368,103.95877,103.95877,520387,TAMPINES STREET 32,HDB PUBLIC SHELTERS,41961.31955,37489.10125,387 TAMPINES ST 32
0,526 BUKIT BATOK STREET 51 HDB-BUKIT BATOK SINGAPORE 650526,526,HDB-BUKIT BATOK,1.357188206,103.7511239,103.7511239,650526,BUKIT BATOK STREET 51,HDB-BUKIT BATOK,18852.6815,37696.64758,526 BT BATOK ST 51
0,710 TAMPINES STREET 71 TAMPINES STARLIGHT SINGAPORE 520710,710,TAMPINES STARLIGHT,1.358602388,103.9377306,103.9377306,520710,TAMPINES STREET 71,TAMPINES STARLIGHT,39619.85477,37853.11613,710 TAMPINES ST 71
1,710 TAMPINES STREET 71 HDB PUBLIC SHELTERS SINGAPORE 520710,710,HDB PUBLIC SHELTERS,1.358924314,103.9376447,103.9376447,520710,TAMPINES STREET 71,HDB PUBLIC SHELTERS,39610.28839,37888.7127,710 TAMPINES ST 71
0,711 PASIR RIS STREET 72 HDB-PASIR RIS SINGAPORE 510711,711,HDB-PASIR RIS,1.381720331,103.9381109,103.9381109,510711,PASIR RIS STREET 72,HDB-PASIR RIS,39662.06311,40409.38674,711 PASIR RIS ST 72
0,290 TAMPINES STREET 22 HDB-TAMPINES SINGAPORE 520290,290,HDB-TAMPINES,1.349881277,103.9545963,103.9545963,520290,TAMPINES STREET 22,HDB-TAMPINES,41496.86228,36888.86568,290 TAMPINES ST 22
0,114 SIMEI STREET 1 HDB-TAMPINES SINGAPORE 520114,114,HDB-TAMPINES,1.343849105,103.9504375,103.9504375,520114,SIMEI STREET 1,HDB-TAMPINES,41034.06868,36221.83483,114 SIMEI ST 1
1,114 SIMEI STREET 1 DISCOVERY WHIZ KIDZ EMPIRE PTE. LTD. SINGAPORE 520114,114,DISCOVERY WHIZ KIDZ EMPIRE PTE. LTD.,1.343849097,103.9504375,103.9504375,520114,SIMEI STREET 1,DISCOVERY WHIZ KIDZ EMPIRE PTE. LTD.,41034.06901,36221.83389,114 SIMEI ST 1
0,463 TAMPINES STREET 44 HDB-TAMPINES SINGAPORE 520463,463,HDB-TAMPINES,1.359244202,103.9546408,103.9546408,520463,TAMPINES STREET 44,HDB-TAMPINES,41501.75839,37924.17264,463 TAMPINES ST 44
0,246A BISHAN STREET 22 SINGAPORE 571246,246A,NIL,1.360944332,103.843679,103.843679,571246,BISHAN STREET 22,246A BISHAN STREET 22 SINGAPORE 571246,29152.99459,38111.82785,246 BISHAN ST 22
1,246 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570246,246,HDB-BISHAN,1.360674162,103.8433536,103.8433536,570246,BISHAN STREET 22,HDB-BISHAN,29116.78388,38081.95365,246 BISHAN ST 22
2,246 BISHAN STREET 22 HDB PUBLIC SHELTERS SINGAPORE 570246,246,HDB PUBLIC SHELTERS,1.360661007,103.8433666,103.8433666,570246,BISHAN STREET 22,HDB PUBLIC SHELTERS,29118.22987,38080.49912,246 BISHAN ST 22
0,418 TAMPINES STREET 41 SUN PLAZA GARDENS SINGAPORE 520418,418,SUN PLAZA GARDENS,1.358272213,103.9473089,103.9473089,520418,TAMPINES STREET 41,SUN PLAZA GARDENS,40685.81685,37816.65517,418 TAMPINES ST 41
0,310 TAMPINES STREET 32 HDB-TAMPINES SINGAPORE 520310,310,HDB-TAMPINES,1.353463207,103.9571131,103.9571131,520310,TAMPINES STREET 32,HDB-TAMPINES,41776.93323,37284.95221,310 TAMPINES ST 32
0,222 BISHAN STREET 23 HDB-BISHAN SINGAPORE 570222,222,HDB-BISHAN,1.35803525,103.8482085,103.8482085,570222,BISHAN STREET 23,HDB-BISHAN,29657.07453,37790.15903,222 BISHAN ST 23
1,222 BISHAN STREET 23 HDB PUBLIC SHELTERS SINGAPORE 570222,222,HDB PUBLIC SHELTERS,1.358032326,103.8482114,103.8482114,570222,BISHAN STREET 23,HDB PUBLIC SHELTERS,29657.3977,37789.83574,222 BISHAN ST 23
0,298C COMPASSVALE STREET COMPASSVALE GREEN SINGAPORE 543298,298C,COMPASSVALE GREEN,1.396269926,103.9009832,103.9009832,543298,COMPASSVALE STREET,COMPASSVALE GREEN,35530.16658,42018.0584,298C COMPASSVALE ST
0,157 TAMPINES STREET 12 HDB-TAMPINES SINGAPORE 521157,157,HDB-TAMPINES,1.351073291,103.9450039,103.9450039,521157,TAMPINES STREET 12,HDB-TAMPINES,40429.32287,37020.62157,157 TAMPINES ST 12
0,226 SIMEI STREET 4 HDB-TAMPINES SINGAPORE 520226,226,HDB-TAMPINES,1.342531994,103.9570125,103.9570125,520226,SIMEI STREET 4,HDB-TAMPINES,41765.80448,36076.23115,226 SIMEI ST 4
0,86 BEDOK NORTH STREET 4 HDB-BEDOK SINGAPORE 460086,86,HDB-BEDOK,1.332540844,103.9389893,103.9389893,460086,BEDOK NORTH STREET 4,HDB-BEDOK,39760.06273,34971.36493,86 BEDOK NTH ST 4
0,50 CHAI CHEE STREET CHAI CHEE GARDENS SINGAPORE 461050,50,CHAI CHEE GARDENS,1.329304314,103.9224158,103.9224158,461050,CHAI CHEE STREET,CHAI CHEE GARDENS,37915.61071,34613.41276,50 CHAI CHEE ST
0,570A HOUGANG STREET 51 HDB-HOUGANG SINGAPORE 531570,570A,HDB-HOUGANG,1.377954326,103.8877705,103.8877705,531570,HOUGANG STREET 51,HDB-HOUGANG,34059.8242,39992.77316,570 HOUGANG ST 51
1,570 HOUGANG STREET 51 HDB-HOUGANG SINGAPORE 530570,570,HDB-HOUGANG,1.377965042,103.88822,103.88822,530570,HOUGANG STREET 51,HDB-HOUGANG,34109.84174,39993.95918,570 HOUGANG ST 51
2,570 HOUGANG STREET 51 HDB PUBLIC SHELTERS SINGAPORE 530570,570,HDB PUBLIC SHELTERS,1.377971765,103.8880995,103.8880995,530570,HOUGANG STREET 51,HDB PUBLIC SHELTERS,34096.42961,39994.70229,570 HOUGANG ST 51
3,570 HOUGANG STREET 51 Raffles Student Care Centre (Hougang Green) LLP SINGAPORE 530570,570,Raffles Student Care Centre (Hougang Green) LLP,1.377971757,103.8880995,103.8880995,530570,HOUGANG STREET 51,Raffles Student Care Centre (Hougang Green) LLP,34096.43049,39994.70141,570 HOUGANG ST 51
0,34 UPPER CROSS STREET SINGAPORE 058340,34,NIL,1.28406557,103.8450014,103.8450014,58340,UPPER CROSS STREET,34 UPPER CROSS STREET SINGAPORE 058340,29300.20513,29610.96943,34 UPP CROSS ST
1,34 UPPER CROSS STREET HDB-CENTRAL AREA SINGAPORE 050034,34,HDB-CENTRAL AREA,1.286235215,103.8423033,103.8423033,50034,UPPER CROSS STREET,HDB-CENTRAL AREA,28999.92876,29850.87634,34 UPP CROSS ST
2,34B UPPER CROSS STREET SINGAPORE 058340,34B,NIL,1.28406557,103.8450014,103.8450014,58340,UPPER CROSS STREET,34B UPPER CROSS STREET SINGAPORE 058340,29300.2051,29610.9694,34 UPP CROSS ST
3,34A UPPER CROSS STREET SINGAPORE 058340,34A,NIL,1.28406557,103.8450014,103.8450014,58340,UPPER CROSS STREET,34A UPPER CROSS STREET SINGAPORE 058340,29300.2051,29610.9694,34 UPP CROSS ST
0,211 YISHUN STREET 21 YISHUN PALM SPRING SINGAPORE 760211,211,YISHUN PALM SPRING,1.431747562,103.8382921,103.8382921,760211,YISHUN STREET 21,YISHUN PALM SPRING,28553.47336,45940.88855,211 YISHUN ST 21
0,272 BISHAN STREET 24 HDB-BISHAN SINGAPORE 570272,272,HDB-BISHAN,1.356294894,103.8428226,103.8428226,570272,BISHAN STREET 24,HDB-BISHAN,29057.68794,37597.71637,272 BISHAN ST 24
1,272 BISHAN STREET 24 HDB PUBLIC SHELTERS SINGAPORE 570272,272,HDB PUBLIC SHELTERS,1.356160408,103.8429703,103.8429703,570272,BISHAN STREET 24,HDB PUBLIC SHELTERS,29074.12252,37582.84565,272 BISHAN ST 24
0,265 YISHUN STREET 22 HDB-YISHUN SINGAPORE 760265,265,HDB-YISHUN,1.436533109,103.8386779,103.8386779,760265,YISHUN STREET 22,HDB-YISHUN,28596.41219,46470.05039,265 YISHUN ST 22
1,265 YISHUN STREET 22 Star of the Sea BASC Centre SINGAPORE 760265,265,Star of the Sea BASC Centre,1.436508133,103.8385978,103.8385978,760265,YISHUN STREET 22,Star of the Sea BASC Centre,28587.49349,46467.28859,265 YISHUN ST 22
0,941A HOUGANG STREET 92 MULTI STOREY CAR PARK SINGAPORE 531941,941A,MULTI STOREY CAR PARK,1.374191848,103.8790587,103.8790587,531941,HOUGANG STREET 92,MULTI STOREY CAR PARK,33090.30993,39576.71699,941 HOUGANG ST 92
1,941 HOUGANG STREET 92 HDB-HOUGANG SINGAPORE 530941,941,HDB-HOUGANG,1.37356291,103.8791847,103.8791847,530941,HOUGANG STREET 92,HDB-HOUGANG,33104.33179,39507.17245,941 HOUGANG ST 92
0,129 RIVERVALE STREET RIVERVALE PLAINS SINGAPORE 540129,129,RIVERVALE PLAINS,1.389868754,103.902651,103.902651,540129,RIVERVALE STREET,RIVERVALE PLAINS,35715.79912,41310.25413,129 RIVERVALE ST
0,267 BISHAN STREET 24 HDB-BISHAN SINGAPORE 570267,267,HDB-BISHAN,1.35763464,103.8428133,103.8428133,570267,BISHAN STREET 24,HDB-BISHAN,29056.65138,37745.85863,267 BISHAN ST 24
1,267 BISHAN STREET 24 PCF SPARKLETOTS PRESCHOOL @ BISHAN NORTH 267 (CC) SINGAPORE 570267,267,PCF SPARKLETOTS PRESCHOOL @ BISHAN NORTH 267 (CC),1.357636639,103.8428086,103.8428086,570267,BISHAN STREET 24,PCF SPARKLETOTS PRESCHOOL @ BISHAN NORTH 267 (CC),29056.1344,37746.07961,267 BISHAN ST 24
0,196 BISHAN STREET 13 BISHAN SPRING SINGAPORE 570196,196,BISHAN SPRING,1.348041727,103.8507269,103.8507269,570196,BISHAN STREET 13,BISHAN SPRING,29937.35125,36685.12812,196 BISHAN ST 13
1,196 BISHAN STREET 13 BISHAN NEIGHBOURHOOD POLICE POST SINGAPORE 570196,196,BISHAN NEIGHBOURHOOD POLICE POST,1.348167985,103.8503122,103.8503122,570196,BISHAN STREET 13,BISHAN NEIGHBOURHOOD POLICE POST,29891.19781,36699.08872,196 BISHAN ST 13
0,558 PASIR RIS STREET 51 HDB-PASIR RIS SINGAPORE 510558,558,HDB-PASIR RIS,1.366802583,103.951713,103.951713,510558,PASIR RIS STREET 51,HDB-PASIR RIS,41175.89449,38759.92558,558 PASIR RIS ST 51
0,759 PASIR RIS STREET 71 HDB-PASIR RIS SINGAPORE 510759,759,HDB-PASIR RIS,1.37647221,103.9327618,103.9327618,510759,PASIR RIS STREET 71,HDB-PASIR RIS,39066.80286,39829.04973,759 PASIR RIS ST 71
0,103 TAMPINES STREET 11 HDB-TAMPINES SINGAPORE 520103,103,HDB-TAMPINES,1.347696625,103.9462299,103.9462299,520103,TAMPINES STREET 11,HDB-TAMPINES,40565.78759,36647.25274,103 TAMPINES ST 11
0,258 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570258,258,HDB-BISHAN,1.359813989,103.8426907,103.8426907,570258,BISHAN STREET 22,HDB-BISHAN,29043.00663,37986.83981,258 BISHAN ST 22
0,296A YISHUN STREET 20 MULTI STOREY CAR PARK SINGAPORE 761296,296A,MULTI STOREY CAR PARK,1.435367066,103.834869,103.834869,761296,YISHUN STREET 20,MULTI STOREY CAR PARK,28172.53611,46341.11462,296 YISHUN ST 20
1,296 YISHUN STREET 20 HDB-YISHUN SINGAPORE 760296,296,HDB-YISHUN,1.435392246,103.835501,103.835501,760296,YISHUN STREET 20,HDB-YISHUN,28242.86828,46343.89888,296 YISHUN ST 20
0,123 BISHAN STREET 12 HDB-BISHAN SINGAPORE 570123,123,HDB-BISHAN,1.346487206,103.8504611,103.8504611,570123,BISHAN STREET 12,HDB-BISHAN,29907.77083,36513.23691,123 BISHAN ST 12
0,87 COMMONWEALTH CLOSE COMMONWEALTH HEIGHTS SINGAPORE 140087,87,COMMONWEALTH HEIGHTS,1.304656989,103.7993096,103.7993096,140087,COMMONWEALTH CLOSE,COMMONWEALTH HEIGHTS,24215.11719,31887.88498,87 CWEALTH CL
0,925 JURONG WEST STREET 92 NANYANG EMERALD SINGAPORE 640925,925,NANYANG EMERALD,1.340149983,103.6891464,103.6891464,640925,JURONG WEST STREET 92,NANYANG EMERALD,11955.16869,35812.96465,925 JURONG WEST ST 92
0,683C JURONG WEST STREET 64 HDB-JURONG WEST SINGAPORE 643683,683C,HDB-JURONG WEST,1.343334426,103.7047012,103.7047012,643683,JURONG WEST STREET 64,HDB-JURONG WEST,13686.27713,36164.98859,683C JURONG WEST ST 64
0,859A JURONG WEST STREET 81 MULTI STOREY CAR PARK SINGAPORE 641859,859A,MULTI STOREY CAR PARK,1.349978421,103.6962247,103.6962247,641859,JURONG WEST STREET 81,MULTI STOREY CAR PARK,12742.96934,36899.70107,859 JURONG WEST ST 81
1,859 JURONG WEST STREET 81 HDB-JURONG WEST SINGAPORE 640859,859,HDB-JURONG WEST,1.349230323,103.6961006,103.6961006,640859,JURONG WEST STREET 81,HDB-JURONG WEST,12729.16142,36816.98073,859 JURONG WEST ST 81
2,859 JURONG WEST STREET 81 HDB PUBLIC SHELTERS SINGAPORE 640859,859,HDB PUBLIC SHELTERS,1.349037427,103.6961652,103.6961652,640859,JURONG WEST STREET 81,HDB PUBLIC SHELTERS,12736.33977,36795.65085,859 JURONG WEST ST 81
0,475 JURONG WEST STREET 41 JURONGVILLE @ STREET 41 SINGAPORE 640475,475,JURONGVILLE @ STREET 41,1.348098041,103.7250872,103.7250872,640475,JURONG WEST STREET 41,JURONGVILLE @ STREET 41,15955.04624,36691.61582,475 JURONG WEST ST 41
0,403 JURONG WEST STREET 42 HONG KAH COURT SINGAPORE 640403,403,HONG KAH COURT,1.353839218,103.7214797,103.7214797,640403,JURONG WEST STREET 42,HONG KAH COURT,15553.59689,37326.46526,403 JURONG WEST ST 42
1,403 JURONG WEST STREET 42 PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL 403 (CC) SINGAPORE 640403,403,PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL 403 (CC),1.353839212,103.7214797,103.7214797,640403,JURONG WEST STREET 42,PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL 403 (CC),15553.5977,37326.4646,403 JURONG WEST ST 42
0,422 JURONG WEST STREET 42 HDB-JURONG WEST SINGAPORE 640422,422,HDB-JURONG WEST,1.350254379,103.7263906,103.7263906,640422,JURONG WEST STREET 42,HDB-JURONG WEST,16100.10779,36930.04669,422 JURONG WEST ST 42
0,112A JURONG EAST STREET 13 SINGAPORE 601112,112A,NIL,1.33923938,103.7352345,103.7352345,601112,JURONG EAST STREET 13,112A JURONG EAST STREET 13 SINGAPORE 601112,17084.28626,35712.02107,112 JURONG EAST ST 13
1,112 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600112,112,JURONG EAST VILLE,1.339209815,103.7358244,103.7358244,600112,JURONG EAST STREET 13,JURONG EAST VILLE,17149.93961,35708.74932,112 JURONG EAST ST 13
0,920 JURONG WEST STREET 92 HDB-JURONG WEST SINGAPORE 640920,920,HDB-JURONG WEST,1.339810297,103.6883187,103.6883187,640920,JURONG WEST STREET 92,HDB-JURONG WEST,11863.04975,35775.40928,920 JURONG WEST ST 92
0,7 SAINT GEORGE'S LANE HDB-KALLANG/WHAMPOA SINGAPORE 320007,7,HDB-KALLANG/WHAMPOA,1.323700389,103.8590569,103.8590569,320007,SAINT GEORGE'S LANE,HDB-KALLANG/WHAMPOA,30864.41443,33993.59549,7 ST. GEORGES LANE
0,863 JURONG WEST STREET 81 HDB-JURONG WEST SINGAPORE 640863,863,HDB-JURONG WEST,1.349270797,103.6953051,103.6953051,640863,JURONG WEST STREET 81,HDB-JURONG WEST,12640.62251,36821.46118,863 JURONG WEST ST 81
1,863 JURONG WEST STREET 81 HDB PUBLIC SHELTERS SINGAPORE 640863,863,HDB PUBLIC SHELTERS,1.349273714,103.6953051,103.6953051,640863,JURONG WEST STREET 81,HDB PUBLIC SHELTERS,12640.62121,36821.78371,863 JURONG WEST ST 81
2,863 JURONG WEST STREET 81 Pro-Teach Before & After School Care (Pioneer I) SINGAPORE 640863,863,Pro-Teach Before & After School Care (Pioneer I),1.349273708,103.6953051,103.6953051,640863,JURONG WEST STREET 81,Pro-Teach Before & After School Care (Pioneer I),12640.62139,36821.78298,863 JURONG WEST ST 81
0,432 JURONG WEST STREET 42 HDB-JURONG WEST SINGAPORE 640432,432,HDB-JURONG WEST,1.352563729,103.7235695,103.7235695,640432,JURONG WEST STREET 42,HDB-JURONG WEST,15786.15743,37185.41721,432 JURONG WEST ST 42
0,671A JURONG WEST STREET 65 HDB-JURONG WEST SINGAPORE 641671,671A,HDB-JURONG WEST,1.344046608,103.7023611,103.7023611,641671,JURONG WEST STREET 65,HDB-JURONG WEST,13425.85649,36243.75209,671A JURONG WEST ST 65
1,671A JURONG WEST STREET 65 MY FIRST SKOOL SINGAPORE 641671,671A,MY FIRST SKOOL,1.343972191,103.7023077,103.7023077,641671,JURONG WEST STREET 65,MY FIRST SKOOL,13419.90441,36235.5238,671A JURONG WEST ST 65
0,469 JURONG WEST STREET 41 HDB-JURONG WEST SINGAPORE 640469,469,HDB-JURONG WEST,1.348494412,103.7212452,103.7212452,640469,JURONG WEST STREET 41,HDB-JURONG WEST,15527.4738,36735.46396,469 JURONG WEST ST 41
0,929 JURONG WEST STREET 92 NANYANG EMERALD SINGAPORE 640929,929,NANYANG EMERALD,1.34129441,103.6892708,103.6892708,640929,JURONG WEST STREET 92,NANYANG EMERALD,11969.0209,35939.50922,929 JURONG WEST ST 92
0,902 JURONG WEST STREET 91 HDB-JURONG WEST SINGAPORE 640902,902,HDB-JURONG WEST,1.339116457,103.6866098,103.6866098,640902,JURONG WEST STREET 91,HDB-JURONG WEST,11672.86372,35698.6991,902 JURONG WEST ST 91
0,650C JURONG WEST STREET 61 HDB-JURONG WEST SINGAPORE 643650,650C,HDB-JURONG WEST,1.338421577,103.6963857,103.6963857,643650,JURONG WEST STREET 61,HDB-JURONG WEST,12760.8154,35621.79966,650C JURONG WEST ST 61
0,221A JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 601221,221A,HDB-JURONG EAST,1.340703187,103.7363293,103.7363293,601221,JURONG EAST STREET 21,HDB-JURONG EAST,17206.13418,35873.87682,221A JURONG EAST ST 21
0,743 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640743,743,GEK POH VILLE,1.347294456,103.6991953,103.6991953,640743,JURONG WEST STREET 73,GEK POH VILLE,13073.55598,36602.9026,743 JURONG WEST ST 73
1,743 JURONG WEST STREET 73 HDB PUBLIC SHELTERS SINGAPORE 640743,743,HDB PUBLIC SHELTERS,1.347293371,103.6991937,103.6991937,640743,JURONG WEST STREET 73,HDB PUBLIC SHELTERS,13073.3685,36602.78265,743 JURONG WEST ST 73
2,743 JURONG WEST STREET 73 Al-Nasry @ Jurong West Kindergarten SINGAPORE 640743,743,Al-Nasry @ Jurong West Kindergarten,1.347293369,103.6991937,103.6991937,640743,JURONG WEST STREET 73,Al-Nasry @ Jurong West Kindergarten,13073.36881,36602.78241,743 JURONG WEST ST 73
0,514 JURONG WEST STREET 52 WESTWOOD COURT SINGAPORE 640514,514,WESTWOOD COURT,1.346857953,103.7203594,103.7203594,640514,JURONG WEST STREET 52,WESTWOOD COURT,15428.88738,36554.51687,514 JURONG WEST ST 52
1,514 JURONG WEST STREET 52 Lakeside Student Care (Jurong West) SINGAPORE 640514,514,Lakeside Student Care (Jurong West),1.346748456,103.7201532,103.7201532,640514,JURONG WEST STREET 52,Lakeside Student Care (Jurong West),15405.93831,36542.41031,514 JURONG WEST ST 52
0,677C JURONG WEST STREET 64 EDELWEISS@JURONG SINGAPORE 643677,677C,EDELWEISS@JURONG,1.345352692,103.70496,103.70496,643677,JURONG WEST STREET 64,EDELWEISS@JURONG,13715.08608,36388.15725,677C JURONG WEST ST 64
0,647A JURONG WEST STREET 61 MULTI STOREY CAR PARK SINGAPORE 641647,647A,MULTI STOREY CAR PARK,1.339842445,103.6968052,103.6968052,641647,JURONG WEST STREET 61,MULTI STOREY CAR PARK,12807.51318,35778.90975,647 JURONG WEST ST 61
1,647B JURONG WEST STREET 61 SINGAPORE 642647,647B,NIL,1.339771445,103.6971391,103.6971391,642647,JURONG WEST STREET 61,647B JURONG WEST STREET 61 SINGAPORE 642647,12844.66761,35771.05684,647 JURONG WEST ST 61
2,647 JURONG WEST STREET 61 HDB-JURONG WEST SINGAPORE 640647,647,HDB-JURONG WEST,1.340111291,103.6973881,103.6973881,640647,JURONG WEST STREET 61,HDB-JURONG WEST,12872.38382,35808.6339,647 JURONG WEST ST 61
0,310 JURONG EAST STREET 32 HONG KAH EAST PLACE SINGAPORE 600310,310,HONG KAH EAST PLACE,1.348208363,103.7337993,103.7337993,600310,JURONG EAST STREET 32,HONG KAH EAST PLACE,16924.61,36703.77332,310 JURONG EAST ST 32
0,519 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640519,519,HDB-JURONG WEST,1.345538106,103.7175832,103.7175832,640519,JURONG WEST STREET 52,HDB-JURONG WEST,15119.91558,36408.58908,519 JURONG WEST ST 52
